web-scraper-order,web-scraper-start-url,hotel_name,description,features,room_type,price,location,ratings,reviews
"1536679687-3654","https://www.trivago.com/?aDateRange%5Barr%5D=2018-09-20&aDateRange%5Bdep%5D=2018-09-21&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iPathId=307&aGeoCode%5Blat%5D=7.467817&aGeoCode%5Blng%5D=80.624153&iGeoDistanceItem=0&aCategoryRange=0%2C1%2C2%2C3%2C4%2C5&aOverallLiking=1%2C2%2C3%2C4%2C5&sOrderBy=relevance%20desc&bTopDealsOnly=false&iRoomType=7&cpt=30703&iIncludeAll=0&iViewType=0&bIsSeoPage=false&bIsSitemap=false&","The Grand Mountain","The Grand MountainHouse / Apartment","House / Apartment","House / Apartment","$110","Matale, 0.9 miles to City center","/","null"
"1536679687-3663","https://www.trivago.com/?aDateRange%5Barr%5D=2018-09-20&aDateRange%5Bdep%5D=2018-09-21&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iPathId=307&aGeoCode%5Blat%5D=7.467817&aGeoCode%5Blng%5D=80.624153&iGeoDistanceItem=0&aCategoryRange=0%2C1%2C2%2C3%2C4%2C5&aOverallLiking=1%2C2%2C3%2C4%2C5&sOrderBy=relevance%20desc&bTopDealsOnly=false&iRoomType=7&cpt=30703&iIncludeAll=0&iViewType=0&bIsSeoPage=false&bIsSitemap=false&","A&B Events","A&B EventsHotel","Hotel","Hotel","$14","Matale, 1.3 miles to City center","/","null"
"1536679687-3668","https://www.trivago.com/?aDateRange%5Barr%5D=2018-09-20&aDateRange%5Bdep%5D=2018-09-21&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iPathId=307&aGeoCode%5Blat%5D=7.467817&aGeoCode%5Blng%5D=80.624153&iGeoDistanceItem=0&aCategoryRange=0%2C1%2C2%2C3%2C4%2C5&aOverallLiking=1%2C2%2C3%2C4%2C5&sOrderBy=relevance%20desc&bTopDealsOnly=false&iRoomType=7&cpt=30703&iIncludeAll=0&iViewType=0&bIsSeoPage=false&bIsSitemap=false&","Riverstone Inn","Riverstone InnHotel","Hotel","Hotel","$23","Matale, 1.4 miles to City center","/","null"
"1536679687-3665","https://www.trivago.com/?aDateRange%5Barr%5D=2018-09-20&aDateRange%5Bdep%5D=2018-09-21&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iPathId=307&aGeoCode%5Blat%5D=7.467817&aGeoCode%5Blng%5D=80.624153&iGeoDistanceItem=0&aCategoryRange=0%2C1%2C2%2C3%2C4%2C5&aOverallLiking=1%2C2%2C3%2C4%2C5&sOrderBy=relevance%20desc&bTopDealsOnly=false&iRoomType=7&cpt=30703&iIncludeAll=0&iViewType=0&bIsSeoPage=false&bIsSitemap=false&","Highway Holiday Resort","Highway Holiday ResortResort","Resort","Resort","$26","Matale, 1.7 miles to City center","/","null"
"1536679687-3669","https://www.trivago.com/?aDateRange%5Barr%5D=2018-09-20&aDateRange%5Bdep%5D=2018-09-21&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iPathId=307&aGeoCode%5Blat%5D=7.467817&aGeoCode%5Blng%5D=80.624153&iGeoDistanceItem=0&aCategoryRange=0%2C1%2C2%2C3%2C4%2C5&aOverallLiking=1%2C2%2C3%2C4%2C5&sOrderBy=relevance%20desc&bTopDealsOnly=false&iRoomType=7&cpt=30703&iIncludeAll=0&iViewType=0&bIsSeoPage=false&bIsSitemap=false&","Sanasuma Niwasa","Sanasuma NiwasaHotel","Hotel","Hotel","$12","Matale, 1.7 miles to City center","/","null"
"1536679687-3659","https://www.trivago.com/?aDateRange%5Barr%5D=2018-09-20&aDateRange%5Bdep%5D=2018-09-21&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iPathId=307&aGeoCode%5Blat%5D=7.467817&aGeoCode%5Blng%5D=80.624153&iGeoDistanceItem=0&aCategoryRange=0%2C1%2C2%2C3%2C4%2C5&aOverallLiking=1%2C2%2C3%2C4%2C5&sOrderBy=relevance%20desc&bTopDealsOnly=false&iRoomType=7&cpt=30703&iIncludeAll=0&iViewType=0&bIsSeoPage=false&bIsSitemap=false&","Walawwa Guest House","Walawwa Guest HousePension","Pension","Pension","$17","Matale, 0.7 miles to City center","/","null"
"1536679687-3651","https://www.trivago.com/?aDateRange%5Barr%5D=2018-09-20&aDateRange%5Bdep%5D=2018-09-21&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iPathId=307&aGeoCode%5Blat%5D=7.467817&aGeoCode%5Blng%5D=80.624153&iGeoDistanceItem=0&aCategoryRange=0%2C1%2C2%2C3%2C4%2C5&aOverallLiking=1%2C2%2C3%2C4%2C5&sOrderBy=relevance%20desc&bTopDealsOnly=false&iRoomType=7&cpt=30703&iIncludeAll=0&iViewType=0&bIsSeoPage=false&bIsSitemap=false&","Strathisla Guest House","Strathisla Guest HouseHotel","Hotel","Hotel","$94","Matale, 2.4 miles to City center","8.5","Excellent"
"1536679687-3664","https://www.trivago.com/?aDateRange%5Barr%5D=2018-09-20&aDateRange%5Bdep%5D=2018-09-21&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iPathId=307&aGeoCode%5Blat%5D=7.467817&aGeoCode%5Blng%5D=80.624153&iGeoDistanceItem=0&aCategoryRange=0%2C1%2C2%2C3%2C4%2C5&aOverallLiking=1%2C2%2C3%2C4%2C5&sOrderBy=relevance%20desc&bTopDealsOnly=false&iRoomType=7&cpt=30703&iIncludeAll=0&iViewType=0&bIsSeoPage=false&bIsSitemap=false&","Luxury Inn","Luxury InnHotel","Hotel","Hotel","$47","Matale, 1.0 miles to City center","/","null"
"1536679687-3671","https://www.trivago.com/?aDateRange%5Barr%5D=2018-09-20&aDateRange%5Bdep%5D=2018-09-21&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iPathId=307&aGeoCode%5Blat%5D=7.467817&aGeoCode%5Blng%5D=80.624153&iGeoDistanceItem=0&aCategoryRange=0%2C1%2C2%2C3%2C4%2C5&aOverallLiking=1%2C2%2C3%2C4%2C5&sOrderBy=relevance%20desc&bTopDealsOnly=false&iRoomType=7&cpt=30703&iIncludeAll=0&iViewType=0&bIsSeoPage=false&bIsSitemap=false&","The Inn At Matale","The Inn At MataleHotel","Hotel","Hotel","$23","Matale, 5.5 miles to City center","/","null"
"1536679687-3667","https://www.trivago.com/?aDateRange%5Barr%5D=2018-09-20&aDateRange%5Bdep%5D=2018-09-21&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iPathId=307&aGeoCode%5Blat%5D=7.467817&aGeoCode%5Blng%5D=80.624153&iGeoDistanceItem=0&aCategoryRange=0%2C1%2C2%2C3%2C4%2C5&aOverallLiking=1%2C2%2C3%2C4%2C5&sOrderBy=relevance%20desc&bTopDealsOnly=false&iRoomType=7&cpt=30703&iIncludeAll=0&iViewType=0&bIsSeoPage=false&bIsSitemap=false&","Green Nest Holiday Bungalow - Riveston, Matale","Green Nest Holiday Bungalow - Riveston, MataleHouse / Apartment","House / Apartment","House / Apartment","$45","Matale, 1.6 miles to City center","/","null"
"1536679687-3661","https://www.trivago.com/?aDateRange%5Barr%5D=2018-09-20&aDateRange%5Bdep%5D=2018-09-21&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iPathId=307&aGeoCode%5Blat%5D=7.467817&aGeoCode%5Blng%5D=80.624153&iGeoDistanceItem=0&aCategoryRange=0%2C1%2C2%2C3%2C4%2C5&aOverallLiking=1%2C2%2C3%2C4%2C5&sOrderBy=relevance%20desc&bTopDealsOnly=false&iRoomType=7&cpt=30703&iIncludeAll=0&iViewType=0&bIsSeoPage=false&bIsSitemap=false&","Diyawara","Diyawara3 stars - Resort","3 stars - Resort","3 stars - Resort","$23","Matale, 0.1 miles to City center","/","null"
"1536679687-3655","https://www.trivago.com/?aDateRange%5Barr%5D=2018-09-20&aDateRange%5Bdep%5D=2018-09-21&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iPathId=307&aGeoCode%5Blat%5D=7.467817&aGeoCode%5Blng%5D=80.624153&iGeoDistanceItem=0&aCategoryRange=0%2C1%2C2%2C3%2C4%2C5&aOverallLiking=1%2C2%2C3%2C4%2C5&sOrderBy=relevance%20desc&bTopDealsOnly=false&iRoomType=7&cpt=30703&iIncludeAll=0&iViewType=0&bIsSeoPage=false&bIsSitemap=false&","Aluwihare Walawwe","Aluwihare WalawweHouse / Apartment","House / Apartment","House / Apartment","$20","Matale, 1.5 miles to City center","/","null"
"1536679687-3658","https://www.trivago.com/?aDateRange%5Barr%5D=2018-09-20&aDateRange%5Bdep%5D=2018-09-21&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iPathId=307&aGeoCode%5Blat%5D=7.467817&aGeoCode%5Blng%5D=80.624153&iGeoDistanceItem=0&aCategoryRange=0%2C1%2C2%2C3%2C4%2C5&aOverallLiking=1%2C2%2C3%2C4%2C5&sOrderBy=relevance%20desc&bTopDealsOnly=false&iRoomType=7&cpt=30703&iIncludeAll=0&iViewType=0&bIsSeoPage=false&bIsSitemap=false&","Riverston Hideaway","Riverston HideawayHouse / Apartment","House / Apartment","House / Apartment","$85","Matale, 10.5 miles to City center","/","null"
"1536679687-3660","https://www.trivago.com/?aDateRange%5Barr%5D=2018-09-20&aDateRange%5Bdep%5D=2018-09-21&aPriceRange%5Bfrom%5D=0&aPriceRange%5Bto%5D=0&iPathId=307&aGeoCode%5Blat%5D=7.467817&aGeoCode%5Blng%5D=80.624153&iGeoDistanceItem=0&aCategoryRange=0%2C1%2C2%2C3%2C4%2C5&aOverallLiking=1%2C2%2C3%2C4%2C5&sOrderBy=relevance%20desc&bTopDealsOnly=false&iRoomType=7&cpt=30703&iIncludeAll=0&iViewType=0&bIsSeoPage=false&bIsSitemap=false&","Green Garden Villa","Green Garden VillaHouse / Apartment","House / Apartment","House / Apartment","$20","Matale, 1.9 miles to City center","/","null"
